key,designer,season,year,category,city,section,width,height,size,aesthetic,tags,url,filename,season_std,silhouette,silhouette_conf,length,length_conf
0435911,Dries Van Noten,Spring,2022,Ready-to-Wear,,Collection,2732,4098,478625,3.89,['Clothing' 'Apparel' 'Person' 'Human' 'Stage'],https://assets.vogue.com/photos/61533141ff63dca83af9dda8/00035-Dries-Van-Noten-Spring-22-RTW-Paris-credit-Rafael-Pavarotti.jpg,0435911_Dries Van Noten - Spring 2022 Ready-to-Wear [Collection].jpg,SS,a_line,0.25133955,maxi,0.24510103
1130853,Balenciaga,Fall,2020,Ready-to-Wear,,Collection,2732,4098,1505512,4.3,['Alek Wek' 'Clothing' 'Apparel' 'Person' 'Human'],https://assets.vogue.com/photos/5e5b9fd16432e400088ea405/_ALE0879.jpg,1130853_Balenciaga - Fall 2020 Ready-to-Wear [Collection].jpg,FW,a_line,0.28229466,maxi,0.29690814
0810769,Gucci,Fall,2013,Ready-to-Wear,,Collection,1366,2048,475374,5.71,['Clothing' 'Apparel' 'Fashion' 'Person' 'Human'],https://assets.vogue.com/photos/55c6510f08298d8be21ac575/_GVC0475.1366x2048.JPG,0810769_Gucci - Fall 2013 Ready-to-Wear [Collection].jpg,FW,fitted,0.27119297,maxi,0.27224195
0216285,Gucci,Spring,2020,Ready-to-Wear,,Collection,2732,4098,1807387,5.12,"['Accessories' 'Sunglasses' 'Clothing' 'Overcoat' 'Apparel' 'Female'
 'Person' 'Human' 'Woman' 'Coat' 'Suit']",https://assets.vogue.com/photos/5d88db68a9bdc70008ed64ec/_GUC0049.jpg,0216285_Gucci - Spring 2020 Ready-to-Wear [Collection].jpg,SS,fitted,0.2726833,trousers,0.27192128
0687206,Balenciaga,Fall,2013,Ready-to-Wear,,Collection,1366,2048,294102,4.9,"['Clothing' 'Overcoat' 'Apparel' 'Female' 'Person' 'Tuxedo' 'Dress'
 'Human' 'Woman' 'Coat' 'Suit']",https://assets.vogue.com/photos/55c6511108298d8be21aeca4/05_ON_0036.1366x2048.JPG,0687206_Balenciaga - Fall 2013 Ready-to-Wear [Collection].jpg,FW,oversized,0.28452986,trousers,0.2740091
0461793,Dries Van Noten,Spring,2011,Ready-to-Wear,,Collection,683,1024,73258,4.82,"['Long Sleeve' 'Clothing' 'Apparel' 'Fashion' 'Person' 'Runway' 'Sleeve'
 'Human']",https://assets.vogue.com/photos/55c6512a08298d8be21cb059/00100fullscreen.jpg,0461793_Dries Van Noten - Spring 2011 Ready-to-Wear [Collection].jpg,SS,oversized,0.2825519,maxi,0.28514194
0033808,Balenciaga,Fall,2018,Ready-to-Wear,,Collection,2000,3000,521645,5.19,"['Long Sleeve' 'Clothing' 'Footwear' 'Apparel' 'Fashion' 'Sweater'
 'Person' 'Runway' 'Sleeve' 'Human' 'Shoe']",https://assets.vogue.com/photos/5a9bd4f2b76a43754e2229f3/_MON0182.jpg,0033808_Balenciaga - Fall 2018 Ready-to-Wear [Collection].jpg,FW,oversized,0.29374516,trousers,0.2658157
1192609,Dries Van Noten,Spring,2011,Ready-to-Wear,,Collection,683,1024,109835,4.86,['Jacquelyn Jablonski' 'Fashion' 'Person' 'Runway' 'Human'],https://assets.vogue.com/photos/55c6512a08298d8be21cb143/00440fullscreen.jpg,1192609_Dries Van Noten - Spring 2011 Ready-to-Wear [Collection].jpg,SS,oversized,0.26820517,trousers,0.27640668
0611410,Dries Van Noten,Spring,2016,Ready-to-Wear,,Collection,2000,3000,794633,5.3,"['Accessories' 'Sunglasses' 'Accessory' 'Clothing' 'Footwear' 'Apparel'
 'Fashion' 'Person' 'Runway' 'Human' 'Shoe']",https://assets.vogue.com/photos/560be831141e3f0f4d7966dc/_DRI0581.jpg,0611410_Dries Van Noten - Spring 2016 Ready-to-Wear [Collection].jpg,SS,oversized,0.27524817,maxi,0.2535775
0591344,Dries Van Noten,Fall,2010,Ready-to-Wear,,Collection,683,1024,157665,5.03,['Freja Beha Erichsen' 'Fashion' 'Person' 'Runway' 'Human'],https://assets.vogue.com/photos/55c651bd08298d8be2271d1c/00510fullscreen.jpg,0591344_Dries Van Noten - Fall 2010 Ready-to-Wear [Collection].jpg,FW,oversized,0.27861178,maxi,0.28249255
1003992,Balenciaga,Fall,2020,Ready-to-Wear,,Collection,2732,4098,1495928,4.9,"['Accessories' 'Sunglasses' 'Accessory' 'Clothing' 'Apparel' 'Fashion'
 'Person' 'Runway' 'Sleeve' 'Human' 'Coat']",https://assets.vogue.com/photos/5e5ba02b56da1c0008bf793b/_ALE0907.jpg,1003992_Balenciaga - Fall 2020 Ready-to-Wear [Collection].jpg,FW,fitted,0.2967838,maxi,0.28763235
0638821,Gucci,Spring,2019,Ready-to-Wear,,Collection,2000,3000,742913,5.1,"['Pedestrian' 'Building' 'Walkway' 'Person' 'Street' 'Human' 'Urban'
 'City' 'Path' 'Road' 'Town']",https://assets.vogue.com/photos/5ba94b99f781282f40487fdb/031.jpg,0638821_Gucci - Spring 2019 Ready-to-Wear [Collection].jpg,SS,oversized,0.27693725,trousers,0.27211258
1111475,Gucci,Fall,2014,Ready-to-Wear,,Collection,1366,2048,268464,5.11,"['Clothing' 'Apparel' 'Blouse' 'Female' 'Person' 'Sleeve' 'Dress' 'Human'
 'Skirt' 'Woman']",https://assets.vogue.com/photos/55c6513808298d8be21daa31/GUC_0683.1366x2048.JPG,1111475_Gucci - Fall 2014 Ready-to-Wear [Collection].jpg,FW,fitted,0.2720269,mini,0.2738369
0630016,Gucci,Fall,2011,Ready-to-Wear,,Collection,683,1024,136618,5.31,['Clothing' 'Footwear' 'Apparel' 'Person' 'Human' 'Boot' 'Hat'],https://assets.vogue.com/photos/55c651b308298d8be226852a/00180fullscreen.jpg,0630016_Gucci - Fall 2011 Ready-to-Wear [Collection].jpg,FW,oversized,0.26719162,maxi,0.24198642
0076175,Balenciaga,Spring,2021,Ready-to-Wear,,Collection,2732,4098,1462979,4.52,"['Long Sleeve' 'Accessories' 'Sunglasses' 'Accessory' 'Clothing' 'Apparel'
 'Person' 'Sleeve' 'Human' 'Pants' 'Coat']",https://assets.vogue.com/photos/5f79cc09bdabfba28130bb0b/00022-BALENCIAGA-SPRING-21-RTW.jpg,0076175_Balenciaga - Spring 2021 Ready-to-Wear [Collection].jpg,SS,oversized,0.28412113,trousers,0.28092036
0595540,Dries Van Noten,Spring,2011,Ready-to-Wear,,Collection,683,1024,93019,5.03,"['Accessories' 'Sunglasses' 'Accessory' 'Clothing' 'Apparel' 'Fashion'
 'Female' 'Person' 'Runway' 'Sleeve' 'Human']",https://assets.vogue.com/photos/55c6512a08298d8be21cb05f/00160fullscreen.jpg,0595540_Dries Van Noten - Spring 2011 Ready-to-Wear [Collection].jpg,SS,fitted,0.2755534,trousers,0.26369622
0122711,Dries Van Noten,Spring,2014,Ready-to-Wear,,Collection,1366,2048,356063,5.65,['Clothing' 'Apparel' 'Fashion' 'Jacket' 'Person' 'Runway' 'Human' 'Coat'],https://assets.vogue.com/photos/55c6512308298d8be21c396a/DRI_0221.1366x2048.JPG,0122711_Dries Van Noten - Spring 2014 Ready-to-Wear [Collection].jpg,SS,oversized,0.28092417,trousers,0.27097863
0352388,Balenciaga,Fall,2021,Ready-to-Wear,,Collection,2732,4098,682886,4.5,"['Sam Larsson' 'Clothing' 'Footwear' 'Overcoat' 'Apparel' 'Person' 'Human'
 'Coat' 'Shoe' 'Suit']",https://assets.vogue.com/photos/5fca4cfe32586c25194a58eb/00003-Balenciaga-Fall-21.jpg,0352388_Balenciaga - Fall 2021 Ready-to-Wear [Collection].jpg,FW,fitted,0.26522282,trousers,0.2699157
0780652,Dries Van Noten,Spring,2011,Ready-to-Wear,,Collection,683,1024,73737,4.95,"['Accessories' 'Sunglasses' 'Accessory' 'Clothing' 'Apparel' 'Fashion'
 'Person' 'Runway' 'Sleeve' 'Human']",https://assets.vogue.com/photos/55c6512a08298d8be21cb052/00030fullscreen.jpg,0780652_Dries Van Noten - Spring 2011 Ready-to-Wear [Collection].jpg,SS,oversized,0.27911535,maxi,0.26572824
0070085,Balenciaga,Fall,2018,Ready-to-Wear,,Collection,2000,3000,769972,4.67,"['Sterling Knight' 'Clothing' 'Apparel' 'Fashion' 'Person' 'Runway'
 'Human']",https://assets.vogue.com/photos/5a9bdef1b76a43754e2229fe/_MON0834.jpg,0070085_Balenciaga - Fall 2018 Ready-to-Wear [Collection].jpg,FW,oversized,0.2826195,trousers,0.259099
1009504,Dries Van Noten,Fall,2022,Ready-to-Wear,,Collection,2732,4098,2355893,5.54,['Clothing' 'Footwear' 'Apparel' 'Person' 'Sleeve' 'Human' 'Boot'],https://assets.vogue.com/photos/621e914cd086d89eca67d4cb/00038-dries-van-noten-fall-2022-ready-to-wear-paris-credit-casper-sejersen.jpg,1009504_Dries Van Noten - Fall 2022 Ready-to-Wear [Collection].jpg,FW,fitted,0.25795957,trousers,0.24505699
0128558,Dries Van Noten,Fall,2009,Ready-to-Wear,,Collection,683,1024,148230,4.67,"['Accessories' 'Sunglasses' 'Accessory' 'Clothing' 'Footwear' 'Apparel'
 'Fashion' 'Person' 'Runway' 'Human' 'Shoe']",https://assets.vogue.com/photos/55c651a308298d8be225500e/00290fullscreen.jpg,0128558_Dries Van Noten - Fall 2009 Ready-to-Wear [Collection].jpg,FW,oversized,0.28305742,trousers,0.2812976
1086941,Dries Van Noten,Spring,2015,Ready-to-Wear,,Collection,1366,2048,377700,5.15,"['Accessories' 'Sunglasses' 'Accessory' 'Clothing' 'Apparel' 'Fashion'
 'Female' 'Person' 'Human']",https://assets.vogue.com/photos/55c651c608298d8be227bdf6/DVN_0101.jpg,1086941_Dries Van Noten - Spring 2015 Ready-to-Wear [Collection].jpg,SS,oversized,0.27671558,mini,0.26242486
0096601,Dries Van Noten,Fall,2012,Ready-to-Wear,,Collection,683,1024,151170,6.04,['Clothing' 'Apparel' 'Fashion' 'Female' 'Person' 'Runway' 'Human'],https://assets.vogue.com/photos/55c650e708298d8be2180fca/00310fullscreen.jpg,0096601_Dries Van Noten - Fall 2012 Ready-to-Wear [Collection].jpg,FW,fitted,0.27183664,trousers,0.27108666
1106376,Balenciaga,Fall,2017,Ready-to-Wear,,Collection,2000,3000,969482,4.8,['Clothing' 'Footwear' 'Apparel' 'Person' 'Runway' 'Human' 'Shoe'],https://assets.vogue.com/photos/58bbf52900d7981320ba720b/_MON0205.jpg,1106376_Balenciaga - Fall 2017 Ready-to-Wear [Collection].jpg,FW,fitted,0.30348212,trousers,0.3143679
1202508,Balenciaga,Spring,2022,Ready-to-Wear,,Collection,2732,4098,1575493,4.56,"['Long Sleeve' 'Clothing' 'Apparel' 'Fashion' 'Person' 'Sleeve' 'Dress'
 'Human']",https://assets.vogue.com/photos/6158d22d2b37d58ffb9ac6c4/00055-Balenciaga-RTW-Spring22-Paris-credit-brand.jpg,1202508_Balenciaga - Spring 2022 Ready-to-Wear [Collection].jpg,SS,oversized,0.27929324,maxi,0.2761694
0595403,Balenciaga,Spring,2020,Ready-to-Wear,,Collection,2732,4098,1136070,5.5,"['Clothing' 'Apparel' 'Fashion' 'Female' 'Person' 'Dress' 'Human' 'Woman'
 'Gown']",https://assets.vogue.com/photos/5d90b86aef23d100092ab278/_FIO1280.jpg,0595403_Balenciaga - Spring 2020 Ready-to-Wear [Collection].jpg,SS,a_line,0.28140604,maxi,0.28393453
0078773,Dries Van Noten,Fall,2023,Ready-to-Wear,,Collection,2732,4098,832875,4.96,,https://assets.vogue.com/photos/6400aca43b1bc67fc4826be2/00020-dries-van-noten-fall-2023-ready-to-wear-credit-gorunway.jpg,0078773_Dries Van Noten - Fall 2023 Ready-to-Wear [Collection].jpg,FW,oversized,0.28428686,trousers,0.28795752
0448992,Dries Van Noten,Fall,2012,Ready-to-Wear,,Collection,683,1024,140242,4.5,"['Clothing' 'Footwear' 'Apparel' 'Fashion' 'Person' 'Runway' 'Human'
 'Coat' 'Shoe']",https://assets.vogue.com/photos/55c650e708298d8be2180fbb/00160fullscreen.jpg,0448992_Dries Van Noten - Fall 2012 Ready-to-Wear [Collection].jpg,FW,oversized,0.2851814,trousers,0.28678116
0868739,Gucci,Spring,2019,Ready-to-Wear,,Collection,2000,3000,544230,6.05,"['Clothing' 'Overcoat' 'Apparel' 'Female' 'Person' 'Human' 'Woman' 'Coat'
 'Suit' 'Hat']",https://assets.vogue.com/photos/5ba94d48a87d632d873150ca/070.jpg,0868739_Gucci - Spring 2019 Ready-to-Wear [Collection].jpg,SS,fitted,0.27542174,trousers,0.27805004
0256741,Balenciaga,Fall,2014,Ready-to-Wear,,Collection,1366,2048,320005,4.81,"['Kati Nescher' 'Clothing' 'Apparel' 'Fashion' 'Person' 'Runway' 'Human'
 'Coat']",https://assets.vogue.com/photos/55c6513a08298d8be21dd412/_ON_0590.1366x2048.JPG,0256741_Balenciaga - Fall 2014 Ready-to-Wear [Collection].jpg,FW,fitted,0.2696974,maxi,0.25238696
0752816,Dries Van Noten,Fall,2011,Ready-to-Wear,,Collection,683,1024,170291,4.94,"['Accessories' 'Sunglasses' 'Accessory' 'Clothing' 'Overcoat' 'Apparel'
 'Fashion' 'Person' 'Runway' 'Human' 'Coat']",https://assets.vogue.com/photos/55c651cb08298d8be22824a7/00120fullscreen.jpg,0752816_Dries Van Noten - Fall 2011 Ready-to-Wear [Collection].jpg,FW,oversized,0.2677856,maxi,0.26263946
0296574,Dries Van Noten,Fall,2009,Ready-to-Wear,,Collection,683,1024,98163,4.71,"['Long Sleeve' 'Clothing' 'Apparel' 'Fashion' 'Person' 'Runway' 'Sleeve'
 'Human' 'Coat']",https://assets.vogue.com/photos/55c651a308298d8be225501f/00460fullscreen.jpg,0296574_Dries Van Noten - Fall 2009 Ready-to-Wear [Collection].jpg,FW,oversized,0.27108303,maxi,0.2535612
0633216,Gucci,Spring,2015,Ready-to-Wear,,Collection,1366,2048,254778,5.08,['Clothing' 'Apparel' 'Fashion' 'Person' 'Runway' 'Human'],https://assets.vogue.com/photos/55c651c308298d8be2279569/_ARC0403.jpg,0633216_Gucci - Spring 2015 Ready-to-Wear [Collection].jpg,SS,oversized,0.2765601,mini,0.26556024
0460736,Gucci,Spring,2014,Ready-to-Wear,,Collection,1366,2048,364649,4.96,['Clothing' 'Apparel' 'Fashion' 'Person' 'Runway' 'Human' 'Stage'],https://assets.vogue.com/photos/55c6512108298d8be21c159c/MARC0278.1366x2048.JPG,0460736_Gucci - Spring 2014 Ready-to-Wear [Collection].jpg,SS,oversized,0.27793133,maxi,0.2826742
0526079,Gucci,Fall,2014,Ready-to-Wear,,Collection,1366,2048,223604,4.15,"['Evening Dress' 'Clothing' 'Apparel' 'Fashion' 'Female' 'Person' 'Dress'
 'Human' 'Gown' 'Robe']",https://assets.vogue.com/photos/55c6513808298d8be21daa33/GUC_0722.1366x2048.JPG,0526079_Gucci - Fall 2014 Ready-to-Wear [Collection].jpg,FW,fitted,0.28089207,mini,0.28332108
0233896,Balenciaga,Fall,2022,Ready-to-Wear,,Collection,2732,4098,1154580,5.7,"['Accessories' 'Sunglasses' 'Accessory' 'Blizzard' 'Outdoors' 'Nature'
 'Person' 'Winter' 'Human' 'Storm' 'Snow']",https://assets.vogue.com/photos/6224f89f9998db04543c4ed9/00052-balenciaga-fall-2022-ready-to-wear-paris-credit-brand.jpg,0233896_Balenciaga - Fall 2022 Ready-to-Wear [Collection].jpg,FW,oversized,0.27864546,trousers,0.25193384
0546691,Dries Van Noten,Fall,2023,Ready-to-Wear,,Collection,2732,4098,1026675,5.31,,https://assets.vogue.com/photos/6400acce1ea05d5c5ec66a8b/00040-dries-van-noten-fall-2023-ready-to-wear-credit-gorunway.jpg,0546691_Dries Van Noten - Fall 2023 Ready-to-Wear [Collection].jpg,FW,oversized,0.27166033,trousers,0.24425168
0500530,Dries Van Noten,Spring,2014,Ready-to-Wear,,Collection,1366,2048,388686,5.06,"['Evening Dress' 'Clothing' 'Apparel' 'Fashion' 'Person' 'Runway' 'Human'
 'Gown' 'Robe']",https://assets.vogue.com/photos/55c6512308298d8be21c3984/DRI_0617.1366x2048.JPG,0500530_Dries Van Noten - Spring 2014 Ready-to-Wear [Collection].jpg,SS,a_line,0.26757064,maxi,0.26628494
1161079,Dries Van Noten,Spring,2009,Ready-to-Wear,,Collection,683,1024,113772,4.79,['Clothing' 'Apparel' 'Fashion' 'Person' 'Runway' 'Human'],https://assets.vogue.com/photos/55c6519b08298d8be224aea0/00240fullscreen.jpg,1161079_Dries Van Noten - Spring 2009 Ready-to-Wear [Collection].jpg,SS,oversized,0.27687967,trousers,0.26600984
0123171,Balenciaga,Spring,2009,Ready-to-Wear,,Collection,683,1024,154737,5.12,"['Mannequin' 'Clothing' 'Footwear' 'Apparel' 'Person' 'Sleeve' 'Human'
 'Skirt' 'Shoe']",https://assets.vogue.com/photos/55c6519a08298d8be224a70f/00370fullscreen.jpg,0123171_Balenciaga - Spring 2009 Ready-to-Wear [Collection].jpg,SS,a_line,0.273803,mini,0.2751136
0287797,Gucci,Spring,2012,Ready-to-Wear,,Collection,683,1024,127495,5.19,"['Accessories' 'Sunglasses' 'Accessory' 'Clothing' 'Apparel' 'Fashion'
 'Person' 'Runway' 'Sleeve' 'Human' 'Coat']",https://assets.vogue.com/photos/55c650cd08298d8be21664ee/00150fullscreen.jpg,0287797_Gucci - Spring 2012 Ready-to-Wear [Collection].jpg,SS,oversized,0.27538648,trousers,0.28448898
0808266,Balenciaga,Spring,2021,Ready-to-Wear,,Collection,2732,4098,1032363,4.12,"['Accessories' 'Sunglasses' 'Accessory' 'Clothing' 'Overcoat' 'Apparel'
 'Costume' 'Fashion' 'Person' 'Human' 'Coat']",https://assets.vogue.com/photos/5f79cc55a86ef9454d7e9821/00013-BALENCIAGA-SPRING-21-RTW.jpg,0808266_Balenciaga - Spring 2021 Ready-to-Wear [Collection].jpg,SS,a_line,0.28465492,maxi,0.28027514
0886585,Balenciaga,Fall,2017,Ready-to-Wear,,Collection,2000,3000,1009970,5.04,"['Evening Dress' 'Accessories' 'Sunglasses' 'Accessory' 'Clothing'
 'Apparel' 'Fashion' 'Human' 'Gown' 'Robe']",https://assets.vogue.com/photos/58bbf8a2f9d6c10e112203eb/_MON0749.jpg,0886585_Balenciaga - Fall 2017 Ready-to-Wear [Collection].jpg,FW,oversized,0.28426528,maxi,0.27979475
0590156,Gucci,Fall,2010,Ready-to-Wear,,Collection,683,1024,125524,5.63,"['Clothing' 'Apparel' 'Fashion' 'Female' 'Person' 'Runway' 'Sleeve'
 'Human' 'Coat']",https://assets.vogue.com/photos/55c651bd08298d8be2270e68/00100fullscreen.jpg,0590156_Gucci - Fall 2010 Ready-to-Wear [Collection].jpg,FW,fitted,0.26014358,trousers,0.25899187
0419798,Gucci,Spring,2019,Ready-to-Wear,,Collection,2000,3000,743429,5.84,"['Clothing' 'Festival' 'Footwear' 'Apparel' 'Person' 'Crowd' 'Human'
 'Shoe']",https://assets.vogue.com/photos/5ba94be9a87d632d873150bc/042.jpg,0419798_Gucci - Spring 2019 Ready-to-Wear [Collection].jpg,SS,oversized,0.2849366,trousers,0.2774235
0677936,Balenciaga,Spring,2013,Ready-to-Wear,,Collection,1366,2048,376408,4.32,"['Evening Dress' 'Clothing' 'Footwear' 'Apparel' 'Fashion' 'Person'
 'Runway' 'Human' 'Skirt' 'Gown' 'Robe' 'Shoe']",https://assets.vogue.com/photos/55c650f908298d8be2194ebb/_ON_1577.1366x2048.JPG,0677936_Balenciaga - Spring 2013 Ready-to-Wear [Collection].jpg,SS,a_line,0.2718596,maxi,0.276582
0461440,Gucci,Fall,2023,Ready-to-Wear,,Collection,2732,4098,2397744,4.43,,https://assets.vogue.com/photos/63f8dda600e8c15bd736a02e/00052-gucci-fall-2023-ready-to-wear-credit-gorunway.jpg,0461440_Gucci - Fall 2023 Ready-to-Wear [Collection].jpg,FW,oversized,0.27399522,maxi,0.27185225
0178730,Balenciaga,Fall,2017,Ready-to-Wear,,Collection,2000,3000,1114052,5.09,"['Trench Coat' 'Clothing' 'Overcoat' 'Apparel' 'Person' 'Dress' 'Human'
 'Coat' 'Suit']",https://assets.vogue.com/photos/58bbf6e813c0e0223e50a425/_MON0523.jpg,0178730_Balenciaga - Fall 2017 Ready-to-Wear [Collection].jpg,FW,oversized,0.30114824,trousers,0.28507113
0086540,Balenciaga,Spring,2023,Ready-to-Wear,,Collection,2732,4098,1503950,5.36,,https://assets.vogue.com/photos/6339b8dbcf33f7b49b6b47a0/00061-balenciaga-spring-2023-ready-to-wear-credit-brand.jpg,0086540_Balenciaga - Spring 2023 Ready-to-Wear [Collection].jpg,SS,oversized,0.23743924,trousers,0.2400823
0676627,Balenciaga,Spring,2022,Ready-to-Wear,,Collection,2732,4098,1334567,4.52,"['Amber Valletta' 'Long Sleeve' 'Clothing' 'Footwear' 'Apparel' 'Jacket'
 'Person' 'Sleeve' 'Human' 'Coat']",https://assets.vogue.com/photos/6158d1b43b5aea1a22d44ebe/00009-Balenciaga-RTW-Spring22-Paris-credit-brand.jpg,0676627_Balenciaga - Spring 2022 Ready-to-Wear [Collection].jpg,SS,oversized,0.26124847,trousers,0.2636978
1129380,Dries Van Noten,Spring,2012,Ready-to-Wear,,Collection,683,1024,94402,4.45,"['Accessories' 'Sunglasses' 'Accessory' 'Clothing' 'Apparel' 'Fashion'
 'Person' 'Runway' 'Sleeve' 'Human']",https://assets.vogue.com/photos/55c650d008298d8be21690f1/00300fullscreen.jpg,1129380_Dries Van Noten - Spring 2012 Ready-to-Wear [Collection].jpg,SS,oversized,0.2722182,trousers,0.26716378
0674056,Dries Van Noten,Fall,2012,Ready-to-Wear,,Collection,683,1024,109795,5.18,"['Clothing' 'Footwear' 'Apparel' 'Fashion' 'Person' 'Runway' 'Human'
 'Coat' 'Shoe']",https://assets.vogue.com/photos/55c650e708298d8be2180fd7/00440fullscreen.jpg,0674056_Dries Van Noten - Fall 2012 Ready-to-Wear [Collection].jpg,FW,oversized,0.27807358,maxi,0.26529685
0270271,Balenciaga,Spring,2015,Ready-to-Wear,,Collection,1366,2048,263389,5.82,['Fashion' 'Person' 'Runway' 'Human'],https://assets.vogue.com/photos/55c651c608298d8be227c2b9/_MON0149.jpg,0270271_Balenciaga - Spring 2015 Ready-to-Wear [Collection].jpg,SS,fitted,0.27909,maxi,0.27088767
1211655,Gucci,Fall,2012,Ready-to-Wear,,Collection,683,1024,129988,5.48,"['Evening Dress' 'Clothing' 'Apparel' 'Fashion' 'Person' 'Sleeve' 'Human'
 'Gown' 'Robe']",https://assets.vogue.com/photos/55c650e408298d8be217e570/00330fullscreen.jpg,1211655_Gucci - Fall 2012 Ready-to-Wear [Collection].jpg,FW,oversized,0.2820881,maxi,0.29021564
0365375,Balenciaga,Fall,2022,Ready-to-Wear,,Collection,2732,4098,1166952,5.19,"['Accessories' 'Sunglasses' 'Accessory' 'Blizzard' 'Outdoors' 'Nature'
 'Person' 'Winter' 'Human' 'Storm' 'Snow']",https://assets.vogue.com/photos/6224f8978b9ca19052b5567f/00046-balenciaga-fall-2022-ready-to-wear-paris-credit-brand.jpg,0365375_Balenciaga - Fall 2022 Ready-to-Wear [Collection].jpg,FW,oversized,0.2994235,trousers,0.2676445
0143910,Balenciaga,Fall,2020,Ready-to-Wear,,Collection,2732,4098,1596896,4.95,"['Clothing' 'Overcoat' 'Apparel' 'Female' 'Person' 'Dress' 'Human' 'Woman'
 'Coat' 'Suit']",https://assets.vogue.com/photos/5e5b9d78cc7fbc000891e1c3/_ALE0544.jpg,0143910_Balenciaga - Fall 2020 Ready-to-Wear [Collection].jpg,FW,fitted,0.2984721,trousers,0.28198808
0093185,Dries Van Noten,Spring,2021,Ready-to-Wear,,Collection,2732,4098,2039103,4.53,['Clothing' 'Footwear' 'Apparel' 'Person' 'Shorts' 'Human' 'Shoe'],https://assets.vogue.com/photos/5f7447084e8cc819d09ba233/00045-Dries-Van-Noten-RTW-Spring-2021-credit-Viviane-Sassen.jpg,0093185_Dries Van Noten - Spring 2021 Ready-to-Wear [Collection].jpg,SS,a_line,0.25600123,midi,0.26359838
0777274,Dries Van Noten,Fall,2021,Ready-to-Wear,,Collection,2732,4098,882326,4.45,"['Leisure Activities' 'Long Sleeve' 'Dance Pose' 'Clothing' 'Apparel'
 'Person' 'Sleeve' 'Dance' 'Human']",https://assets.vogue.com/photos/603ece559a69cb006f17210a/00025-Dries-Van-Noten-Fall-21-credit-Casper-Sejersen.jpg,0777274_Dries Van Noten - Fall 2021 Ready-to-Wear [Collection].jpg,FW,oversized,0.2546634,midi,0.25039485
1056238,Gucci,Spring,2023,Ready-to-Wear,,Collection,2732,4098,1999385,5.75,,https://assets.vogue.com/photos/632defc3257b37ca49598dc5/00044-gucci-spring-2023-ready-to-wear-credit-gorunway.jpg,1056238_Gucci - Spring 2023 Ready-to-Wear [Collection].jpg,SS,oversized,0.2718283,trousers,0.26848945
0460673,Balenciaga,Fall,2022,Ready-to-Wear,,Collection,2732,4098,1366195,4.46,"['Accessories' 'Sunglasses' 'Accessory' 'Blizzard' 'Outdoors' 'Nature'
 'Person' 'Winter' 'Human' 'Storm' 'Snow']",https://assets.vogue.com/photos/6224f88a921b9eb00286c4e6/00034-balenciaga-fall-2022-ready-to-wear-paris-credit-brand.jpg,0460673_Balenciaga - Fall 2022 Ready-to-Wear [Collection].jpg,FW,oversized,0.24220726,trousers,0.231987
0372273,Balenciaga,Fall,2020,Ready-to-Wear,,Collection,2732,4098,1343807,4.8,"['Accessories' 'Sunglasses' 'Accessory' 'Clothing' 'Overcoat' 'Apparel'
 'Handbag' 'Human' 'Coat' 'Suit' 'Bag']",https://assets.vogue.com/photos/5e5ba0dfb6a4340008296150/_ALE0972.jpg,0372273_Balenciaga - Fall 2020 Ready-to-Wear [Collection].jpg,FW,fitted,0.27963707,trousers,0.26320317
0116945,Gucci,Spring,2012,Ready-to-Wear,,Collection,683,1024,122019,5.45,"['Evening Dress' 'Accessories' 'Sunglasses' 'Accessory' 'Clothing'
 'Apparel' 'Fashion' 'Person' 'Runway' 'Human']",https://assets.vogue.com/photos/55c650cd08298d8be21664ef/00160fullscreen.jpg,0116945_Gucci - Spring 2012 Ready-to-Wear [Collection].jpg,SS,oversized,0.2815239,maxi,0.2846024
1112125,Dries Van Noten,Fall,2012,Ready-to-Wear,,Collection,683,1024,165242,5.65,"['Long Sleeve' 'Clothing' 'Footwear' 'Apparel' 'Fashion' 'Person' 'Runway'
 'Sleeve' 'Human' 'Shoe']",https://assets.vogue.com/photos/55c650e708298d8be2180fc3/00240fullscreen.jpg,1112125_Dries Van Noten - Fall 2012 Ready-to-Wear [Collection].jpg,FW,fitted,0.28316516,trousers,0.27615824
0770738,Balenciaga,Spring,2014,Ready-to-Wear,,Collection,1366,2048,554202,5.04,"['Lexi Boling' 'Long Sleeve' 'Clothing' 'Footwear' 'Apparel' 'Person'
 'Runway' 'Shorts' 'Sleeve' 'Human' 'Shoe']",https://assets.vogue.com/photos/55c6512408298d8be21c3cbc/_ON_0396.1366x2048.JPG,0770738_Balenciaga - Spring 2014 Ready-to-Wear [Collection].jpg,SS,fitted,0.26972926,mini,0.26340726
0125256,Dries Van Noten,Fall,2010,Ready-to-Wear,,Collection,683,1024,156002,5.04,['Clothing' 'Apparel' 'Fashion' 'Person' 'Runway' 'Dress' 'Human'],https://assets.vogue.com/photos/55c651bd08298d8be2271d13/00420fullscreen.jpg,0125256_Dries Van Noten - Fall 2010 Ready-to-Wear [Collection].jpg,FW,a_line,0.2710058,maxi,0.26391533
